id,grade,subject,unit,lesson,question_number,question
78,1,Math,6,1,3,Calculate 8 + 2.
79,1,Math,6,1,4,Calculate 9 - 7.
80,1,Math,6,1,5,Calculate 5 + 6.
81,1,Math,6,2,1,Calculate 4 + 8.
82,1,Math,6,2,2,Calculate 4 + 2.
83,1,Math,6,2,3,Calculate 9 - 5.
84,1,Math,6,2,4,Calculate 2 + 8.
85,1,Math,6,2,5,Calculate 8 - 7.
86,1,Math,6,3,1,Calculate 2 + 4.
87,1,Math,6,3,2,Calculate 4 + 4.
88,1,Math,6,3,3,Calculate 2 + 5.
89,1,Math,6,3,4,Calculate 7 + 10.
90,1,Math,6,3,5,Calculate 1 - 1.
91,1,Math,7,1,1,Calculate 9 - 4.
92,1,Math,7,1,2,Calculate 1 + 5.
93,1,Math,7,1,3,Calculate 5 + 5.
94,1,Math,7,1,4,Calculate 3 - 2.
95,1,Math,7,1,5,Calculate 6 - 6.
96,1,Math,7,2,1,Calculate 3 + 2.
97,1,Math,7,2,2,Calculate 2 + 7.
98,1,Math,7,2,3,Calculate 9 + 9.
99,1,Math,7,2,4,Calculate 6 - 3.
100,1,Math,7,2,5,Calculate 10 + 5.
101,1,Math,7,3,1,Calculate 3 + 5.
102,1,Math,7,3,2,Calculate 10 - 5.
103,1,Math,7,3,3,Calculate 7 + 5.
104,1,Math,7,3,4,Calculate 3 + 8.
105,1,Math,7,3,5,Calculate 8 + 7.
106,1,Math,8,1,1,Calculate 1 + 9.
107,1,Math,8,1,2,Calculate 10 - 8.
108,1,Math,8,1,3,Calculate 10 + 1.
109,1,Math,8,1,4,Calculate 10 - 9.
110,1,Math,8,1,5,Calculate 10 - 7.
111,1,Math,8,2,1,Calculate 2 + 9.
112,1,Math,8,2,2,Calculate 10 - 2.
113,1,Math,8,2,3,Calculate 1 + 8.
114,1,Math,8,2,4,Calculate 6 + 7.
115,1,Math,8,2,5,Calculate 4 - 4.
116,1,Math,8,3,1,Calculate 9 + 1.
117,1,Math,8,3,2,Calculate 5 + 10.
118,1,Math,8,3,3,Calculate 5 - 5.
119,1,Math,8,3,4,Calculate 7 - 2.
120,1,Math,8,3,5,Calculate 2 + 3.
121,1,Math,9,1,1,Calculate 1 + 6.
122,1,Math,9,1,2,Calculate 4 + 1.
123,1,Math,9,1,3,Calculate 6 + 5.
124,1,Math,9,1,4,Calculate 9 + 8.
125,1,Math,9,1,5,Calculate 9 + 4.
126,1,Math,9,2,1,Calculate 8 - 5.
127,1,Math,9,2,2,Calculate 5 - 2.
128,1,Math,9,2,3,Calculate 5 + 7.
129,1,Math,9,2,4,Calculate 7 + 3.
130,1,Math,9,2,5,Calculate 10 + 7.
131,1,Math,9,3,1,Calculate 5 + 1.
132,1,Math,9,3,2,Calculate 8 - 4.
133,1,Math,9,3,3,Calculate 8 + 6.
134,1,Math,9,3,4,Calculate 2 + 10.
135,1,Math,9,3,5,Calculate 8 + 4.
136,1,Math,10,1,1,Calculate 10 + 2.
137,1,Math,10,1,2,Calculate 7 + 4.
138,1,Math,10,1,3,Calculate 10 - 1.
139,1,Math,10,1,4,Calculate 10 - 4.
140,1,Math,10,1,5,Calculate 2 + 1.
141,1,Math,10,2,1,Calculate 10 - 10.
142,1,Math,10,2,2,Calculate 8 - 2.
143,1,Math,10,2,3,Calculate 4 + 3.
144,1,Math,10,2,4,Calculate 4 + 9.
145,1,Math,10,2,5,Calculate 5 - 1.
146,1,Math,10,3,1,Calculate 4 + 5.
147,1,Math,10,3,2,Calculate 7 - 7.
148,1,Math,10,3,3,Calculate 5 - 3.
149,1,Math,10,3,4,Calculate 9 - 1.
150,1,Math,10,3,5,Calculate 8 + 8.
151,1,English,1,1,1,Select the action word: Dog or Table. (Example 986)
152,1,English,1,1,2,What is the opposite of 'Up'? (Example 752)
153,1,English,1,1,3,What is the opposite of 'Sit'? (Example 353)
154,1,English,1,1,4,Select the action word: Jump or Book.
155,1,English,1,1,5,Pick the noun: Sun or Sing. (Example 306)
156,1,English,1,2,1,Select the action word: Dog or Cry.
157,1,English,1,2,2,Select the action word: Run or Eat. (Example 103)
158,1,English,1,2,3,What is the opposite of 'Sit'? (Example 576)
159,1,English,1,2,4,Select the action word: Sun or Table.
160,1,English,1,2,5,What is the opposite of 'Sit'? (Example 587)
161,1,English,1,3,1,Pick the noun: Jump or Sing.
162,1,English,1,3,2,Pick the noun: Sun or Sing. (Example 739)
163,1,English,1,3,3,Pick the noun: Apple or Book.
164,1,English,1,3,4,Pick the noun: Sun or Table. (Example 478)
165,1,English,1,3,5,Select the action word: Apple or Table. (Example 532)
166,1,English,2,1,1,Pick the noun: Apple or Sing. (Example 232)
167,1,English,2,1,2,What is the opposite of 'Up'? (Example 735)
168,1,English,2,1,3,Select the action word: Apple or Table. (Example 428)
169,1,English,2,1,4,Pick the noun: Dog or Cry.
170,1,English,2,1,5,Pick the noun: Apple or Cry. (Example 167)
171,1,English,2,2,1,What is the opposite of 'Day'? (Example 612)
172,1,English,2,2,2,What is the opposite of 'Small'? (Example 782)
173,1,English,2,2,3,Pick the noun: Apple or Book. (Example 383)
174,1,English,2,2,4,Select the action word: Dog or Table.
175,1,English,2,2,5,Pick the noun: Apple or Cry.
176,1,English,2,3,1,What is the opposite of 'Small'? (Example 471)
177,1,English,2,3,2,Pick the noun: Sun or Cry. (Example 722)
178,1,English,2,3,3,What is the opposite of 'Day'? (Example 539)
179,1,English,2,3,4,Select the action word: Run or Table.
180,1,English,2,3,5,What is the opposite of 'Up'? (Example 766)
181,1,English,3,1,1,Pick the noun: Jump or Book. (Example 280)
182,1,English,3,1,2,Select the action word: Dog or Cry. (Example 465)
183,1,English,3,1,3,Select the action word: Jump or Sing. (Example 506)
184,1,English,3,1,4,What is the opposite of 'Up'? (Example 783)
185,1,English,3,1,5,What is the opposite of 'Day'? (Example 134)
186,1,English,3,2,1,Pick the noun: Jump or Sing. (Example 144)
187,1,English,3,2,2,Select the action word: Jump or Cry.
188,1,English,3,2,3,Pick the noun: Jump or Sing. (Example 187)
189,1,English,3,2,4,Pick the noun: Jump or Sing. (Example 794)
190,1,English,3,2,5,Select the action word: Sun or Cry. (Example 125)
191,1,English,3,3,1,Pick the noun: Run or Cry.
192,1,English,3,3,2,Select the action word: Dog or Cry. (Example 550)
193,1,English,3,3,3,What is the opposite of 'Sit'? (Example 468)
194,1,English,3,3,4,Pick the noun: Jump or Table. (Example 543)
195,1,English,3,3,5,Select the action word: Apple or Sing. (Example 486)
196,1,English,4,1,1,Select the action word: Sun or Sing.
197,1,English,4,1,2,What is the opposite of 'Sit'? (Example 962)
198,1,English,4,1,3,What is the opposite of 'Hot'?
199,1,English,4,1,4,Pick the noun: Apple or Table.
200,1,English,4,1,5,Select the action word: Run or Eat.
201,1,English,4,2,1,Select the action word: Apple or Table.
202,1,English,4,2,2,What is the opposite of 'Sit'? (Example 345)
203,1,English,4,2,3,What is the opposite of 'Up'? (Example 978)
204,1,English,4,2,4,What is the opposite of 'Day'? (Example 823)
205,1,English,4,2,5,Pick the noun: Sun or Cry.
206,1,English,4,3,1,Pick the noun: Jump or Book.
207,1,English,4,3,2,What is the opposite of 'Up'?
208,1,English,4,3,3,Select the action word: Sun or Cry.
209,1,English,4,3,4,Pick the noun: Jump or Table.
210,1,English,4,3,5,What is the opposite of 'Small'? (Example 207)
211,1,English,5,1,1,Select the action word: Jump or Sing.
212,1,English,5,1,2,Pick the noun: Sun or Eat.
213,1,English,5,1,3,Select the action word: Jump or Table.
214,1,English,5,1,4,What is the opposite of 'Hot'? (Example 461)
215,1,English,5,1,5,Select the action word: Sun or Eat. (Example 52)
216,1,English,5,2,1,Pick the noun: Dog or Table. (Example 421)
217,1,English,5,2,2,Select the action word: Apple or Sing.
218,1,English,5,2,3,What is the opposite of 'Up'? (Example 47)
219,1,English,5,2,4,Select the action word: Sun or Book.
220,1,English,5,2,5,Select the action word: Apple or Eat.
221,1,English,5,3,1,Pick the noun: Apple or Book. (Example 807)
222,1,English,5,3,2,What is the opposite of 'Small'? (Example 842)
223,1,English,5,3,3,Pick the noun: Apple or Eat.
224,1,English,5,3,4,Select the action word: Apple or Book.
225,1,English,5,3,5,Select the action word: Apple or Table. (Example 20)
226,1,English,6,1,1,What is the opposite of 'Hot'? (Example 698)
227,1,English,6,1,2,What is the opposite of 'Hot'? (Example 584)
228,1,English,6,1,3,What is the opposite of 'Small'? (Example 112)
229,1,English,6,1,4,What is the opposite of 'Day'? (Example 322)
230,1,English,6,1,5,What is the opposite of 'Up'? (Example 510)
231,1,English,6,2,1,Pick the noun: Dog or Sing. (Example 758)
232,1,English,6,2,2,Pick the noun: Run or Eat.
233,1,English,6,2,3,Select the action word: Jump or Eat.
234,1,English,6,2,4,Pick the noun: Dog or Sing.
235,1,English,6,2,5,Pick the noun: Sun or Cry. (Example 466)
236,1,English,6,3,1,What is the opposite of 'Sit'? (Example 327)
237,1,English,6,3,2,Select the action word: Dog or Table. (Example 221)
238,1,English,6,3,3,Select the action word: Run or Eat. (Example 587)
239,1,English,6,3,4,Pick the noun: Sun or Sing.
240,1,English,6,3,5,What is the opposite of 'Small'? (Example 775)
241,1,English,7,1,1,Pick the noun: Sun or Book. (Example 885)
242,1,English,7,1,2,Select the action word: Run or Sing. (Example 965)
243,1,English,7,1,3,What is the opposite of 'Sit'? (Example 43)
244,1,English,7,1,4,Select the action word: Dog or Eat.
245,1,English,7,1,5,Pick the noun: Dog or Table.
246,1,English,7,2,1,Select the action word: Sun or Sing. (Example 713)
247,1,English,7,2,2,What is the opposite of 'Sit'? (Example 592)
248,1,English,7,2,3,What is the opposite of 'Day'? (Example 251)
249,1,English,7,2,4,What is the opposite of 'Small'? (Example 981)
250,1,English,7,2,5,Pick the noun: Run or Sing.
251,1,English,7,3,1,Select the action word: Sun or Eat. (Example 396)
252,1,English,7,3,2,Select the action word: Dog or Eat. (Example 830)
253,1,English,7,3,3,Pick the noun: Apple or Sing. (Example 492)
254,1,English,7,3,4,What is the opposite of 'Up'? (Example 429)
255,1,English,7,3,5,Pick the noun: Apple or Sing.
256,1,English,8,1,1,What is the opposite of 'Sit'? (Example 618)
257,1,English,8,1,2,Pick the noun: Sun or Table.
258,1,English,8,1,3,Select the action word: Sun or Cry. (Example 727)
259,1,English,8,1,4,What is the opposite of 'Up'? (Example 625)
260,1,English,8,1,5,Select the action word: Dog or Sing. (Example 386)
261,1,English,8,2,1,Select the action word: Run or Sing. (Example 757)
262,1,English,8,2,2,Pick the noun: Dog or Book.
263,1,English,8,2,3,Pick the noun: Jump or Cry.
264,1,English,8,2,4,Select the action word: Dog or Cry. (Example 736)
265,1,English,8,2,5,Pick the noun: Sun or Sing. (Example 148)
266,1,English,8,3,1,Pick the noun: Run or Table.
267,1,English,8,3,2,What is the opposite of 'Small'? (Example 204)
268,1,English,8,3,3,Pick the noun: Apple or Sing. (Example 952)
269,1,English,8,3,4,What is the opposite of 'Small'?
270,1,English,8,3,5,Select the action word: Run or Cry.
271,1,English,9,1,1,Pick the noun: Apple or Book. (Example 138)
272,1,English,9,1,2,Pick the noun: Dog or Sing. (Example 316)
273,1,English,9,1,3,Pick the noun: Apple or Table. (Example 874)
274,1,English,9,1,4,Pick the noun: Sun or Table. (Example 355)
275,1,English,9,1,5,Select the action word: Sun or Eat.
276,1,English,9,2,1,Pick the noun: Apple or Table. (Example 451)
277,1,English,9,2,2,What is the opposite of 'Hot'? (Example 355)
278,1,English,9,2,3,What is the opposite of 'Up'? (Example 293)
279,1,English,9,2,4,What is the opposite of 'Up'? (Example 574)
280,1,English,9,2,5,Select the action word: Dog or Sing.
281,1,English,9,3,1,Select the action word: Apple or Eat. (Example 668)
282,1,English,9,3,2,What is the opposite of 'Day'?
283,1,English,9,3,3,What is the opposite of 'Day'? (Example 844)
284,1,English,9,3,4,Select the action word: Jump or Cry. (Example 487)
285,1,English,9,3,5,Select the action word: Jump or Cry. (Example 658)
286,1,English,10,1,1,What is the opposite of 'Day'? (Example 476)
287,1,English,10,1,2,Select the action word: Jump or Book. (Example 918)
288,1,English,10,1,3,What is the opposite of 'Sit'?
289,1,English,10,1,4,Pick the noun: Sun or Book.
290,1,English,10,1,5,Pick the noun: Sun or Cry. (Example 690)
291,1,English,10,2,1,Pick the noun: Dog or Sing. (Example 479)
292,1,English,10,2,2,Pick the noun: Run or Cry. (Example 824)
293,1,English,10,2,3,Select the action word: Dog or Sing. (Example 287)
294,1,English,10,2,4,Select the action word: Jump or Sing. (Example 502)
295,1,English,10,2,5,Pick the noun: Apple or Table. (Example 512)
296,1,English,10,3,1,Select the action word: Jump or Cry. (Example 667)
297,1,English,10,3,2,Select the action word: Sun or Eat. (Example 10)
298,1,English,10,3,3,Select the action word: Jump or Book. (Example 894)
299,1,English,10,3,4,What is the opposite of 'Small'? (Example 960)
300,1,English,10,3,5,Select the action word: Run or Sing.
301,1,Science,1,1,1,Is a Car living or non-living? (Q-414)
302,1,Science,1,1,2,Which body part do we use to smell? (Q-850)
303,1,Science,1,1,3,Is a Car living or non-living? (Q-482)
304,1,Science,1,1,4,What color is a Grapes? (Q-307)
305,1,Science,1,1,5,What color is a Apple? (Q-648)
306,1,Science,1,2,1,What color is a Grapes? (Q-787)
307,1,Science,1,2,2,Is a Cat living or non-living? (Q-872)
308,1,Science,1,2,3,Is a Car living or non-living? (Q-240)
309,1,Science,1,2,4,Which body part do we use to see? (Q-648)
310,1,Science,1,2,5,Is a Stone living or non-living? (Q-198)
311,1,Science,1,3,1,What color is a Apple? (Q-193)
312,1,Science,1,3,2,Is a Car living or non-living? (Q-683)
313,1,Science,1,3,3,Which body part do we use to touch? (Q-288)
314,1,Science,1,3,4,What color is a Banana? (Q-834)
315,1,Science,1,3,5,What color is a Grapes? (Q-993)
316,1,Science,2,1,1,Is a Tree living or non-living? (Q-308)
317,1,Science,2,1,2,What color is a Banana? (Q-195)
318,1,Science,2,1,3,Which body part do we use to see? (Q-106)
319,1,Science,2,1,4,Which body part do we use to hear? (Q-489)
320,1,Science,2,1,5,What color is a Banana? (Q-109)
321,1,Science,2,2,1,Which body part do we use to hear? (Q-914)
322,1,Science,2,2,2,What color is a Grapes? (Q-426)
323,1,Science,2,2,3,What color is a Apple? (Q-928)
324,1,Science,2,2,4,What color is a Grapes? (Q-140)
325,1,Science,2,2,5,What color is a Grapes? (Q-693)
326,1,Science,2,3,1,Is a Cat living or non-living? (Q-437)
327,1,Science,2,3,2,Is a Cat living or non-living? (Q-954)
328,1,Science,2,3,3,What color is a Apple? (Q-879)
329,1,Science,2,3,4,What color is a Banana? (Q-590)
330,1,Science,2,3,5,Is a Stone living or non-living? (Q-636)
331,1,Science,3,1,1,Is a Car living or non-living? (Q-663)
332,1,Science,3,1,2,What color is a Banana? (Q-132)
333,1,Science,3,1,3,Which body part do we use to see? (Q-675)
334,1,Science,3,1,4,Is a Stone living or non-living?
335,1,Science,3,1,5,Is a Stone living or non-living? (Q-642)
336,1,Science,3,2,1,Is a Cat living or non-living? (Q-923)
337,1,Science,3,2,2,Which body part do we use to hear? (Q-625)
338,1,Science,3,2,3,What color is a Banana? (Q-882)
339,1,Science,3,2,4,What color is a Grapes? (Q-600)
340,1,Science,3,2,5,Which body part do we use to smell? (Q-243)
341,1,Science,3,3,1,Is a Stone living or non-living? (Q-405)
342,1,Science,3,3,2,Is a Car living or non-living? (Q-712)
343,1,Science,3,3,3,Is a Car living or non-living? (Q-802)
344,1,Science,3,3,4,What color is a Apple? (Q-402)
345,1,Science,3,3,5,Which body part do we use to hear? (Q-162)
346,1,Science,4,1,1,What color is a Banana? (Q-523)
347,1,Science,4,1,2,Which body part do we use to smell? (Q-996)
348,1,Science,4,1,3,Is a Car living or non-living? (Q-235)
349,1,Science,4,1,4,Which body part do we use to touch? (Q-670)
350,1,Science,4,1,5,Is a Cat living or non-living?
351,1,Science,4,2,1,Is a Cat living or non-living? (Q-615)
352,1,Science,4,2,2,Is a Tree living or non-living? (Q-518)
353,1,Science,4,2,3,Which body part do we use to see? (Q-482)
354,1,Science,4,2,4,What color is a Apple? (Q-342)
355,1,Science,4,2,5,What color is a Grapes? (Q-445)
356,1,Science,4,3,1,Is a Stone living or non-living? (Q-783)
357,1,Science,4,3,2,What color is a Grapes? (Q-852)
358,1,Science,4,3,3,What color is a Apple? (Q-813)
359,1,Science,4,3,4,Which body part do we use to hear?
360,1,Science,4,3,5,Is a Cat living or non-living? (Q-692)
361,1,Science,5,1,1,What color is a Banana? (Q-497)
362,1,Science,5,1,2,Is a Car living or non-living? (Q-775)
363,1,Science,5,1,3,Which body part do we use to hear? (Q-809)
364,1,Science,5,1,4,What color is a Grapes? (Q-540)
365,1,Science,5,1,5,Which body part do we use to touch? (Q-146)
366,1,Science,5,2,1,Is a Car living or non-living? (Q-785)
367,1,Science,5,2,2,What color is a Banana? (Q-638)
368,1,Science,5,2,3,Is a Car living or non-living? (Q-360)
369,1,Science,5,2,4,What color is a Apple? (Q-567)
370,1,Science,5,2,5,Which body part do we use to hear? (Q-258)
371,1,Science,5,3,1,What color is a Grapes? (Q-490)
372,1,Science,5,3,2,Which body part do we use to see? (Q-654)
373,1,Science,5,3,3,Which body part do we use to see? (Q-614)
374,1,Science,5,3,4,What color is a Grapes? (Q-582)
375,1,Science,5,3,5,What color is a Grapes? (Q-761)
376,1,Science,6,1,1,Which body part do we use to touch? (Q-252)
377,1,Science,6,1,2,Is a Cat living or non-living? (Q-294)
378,1,Science,6,1,3,What color is a Grapes? (Q-602)
379,1,Science,6,1,4,Which body part do we use to touch? (Q-644)
380,1,Science,6,1,5,Is a Car living or non-living?
381,1,Science,6,2,1,What color is a Banana? (Q-864)
382,1,Science,6,2,2,Is a Car living or non-living? (Q-256)
383,1,Science,6,2,3,What color is a Grapes? (Q-891)
384,1,Science,6,2,4,What color is a Grapes? (Q-236)
385,1,Science,6,2,5,Is a Tree living or non-living? (Q-410)
386,1,Science,6,3,1,Which body part do we use to see?
387,1,Science,6,3,2,Is a Cat living or non-living? (Q-311)
388,1,Science,6,3,3,Which body part do we use to see? (Q-452)
389,1,Science,6,3,4,What color is a Banana? (Q-819)
390,1,Science,6,3,5,What color is a Apple? (Q-729)
391,1,Science,7,1,1,Is a Stone living or non-living? (Q-708)
392,1,Science,7,1,2,What color is a Grapes? (Q-309)
393,1,Science,7,1,3,Which body part do we use to smell? (Q-935)
394,1,Science,7,1,4,Which body part do we use to touch? (Q-840)
395,1,Science,7,1,5,Is a Tree living or non-living? (Q-978)
396,1,Science,7,2,1,What color is a Banana? (Q-152)
397,1,Science,7,2,2,What color is a Apple? (Q-476)
398,1,Science,7,2,3,Is a Stone living or non-living? (Q-367)
399,1,Science,7,2,4,What color is a Grapes? (Q-253)
400,1,Science,7,2,5,What color is a Banana?
401,1,Science,7,3,1,What color is a Banana? (Q-859)
402,1,Science,7,3,2,Which body part do we use to hear? (Q-409)
403,1,Science,7,3,3,What color is a Apple? (Q-157)
404,1,Science,7,3,4,Which body part do we use to touch? (Q-200)
405,1,Science,7,3,5,Is a Car living or non-living? (Q-641)
406,1,Science,8,1,1,What color is a Banana? (Q-925)
407,1,Science,8,1,2,Which body part do we use to smell? (Q-665)
408,1,Science,8,1,3,Which body part do we use to touch? (Q-486)
409,1,Science,8,1,4,Which body part do we use to touch? (Q-678)
410,1,Science,8,1,5,Is a Cat living or non-living? (Q-796)
411,1,Science,8,2,1,Which body part do we use to hear? (Q-525)
412,1,Science,8,2,2,Is a Cat living or non-living? (Q-858)
413,1,Science,8,2,3,Which body part do we use to touch? (Q-789)
414,1,Science,8,2,4,Is a Stone living or non-living? (Q-937)
415,1,Science,8,2,5,What color is a Grapes?
416,1,Science,8,3,1,What color is a Grapes? (Q-888)
417,1,Science,8,3,2,Which body part do we use to hear? (Q-415)
418,1,Science,8,3,3,What color is a Apple?
419,1,Science,8,3,4,Is a Tree living or non-living?
420,1,Science,8,3,5,Is a Stone living or non-living? (Q-533)
421,1,Science,9,1,1,Which body part do we use to smell? (Q-479)
422,1,Science,9,1,2,Which body part do we use to smell?
423,1,Science,9,1,3,What color is a Apple? (Q-221)
424,1,Science,9,1,4,Is a Car living or non-living? (Q-669)
425,1,Science,9,1,5,Which body part do we use to see? (Q-799)
426,1,Science,9,2,1,What color is a Banana? (Q-169)
427,1,Science,9,2,2,Which body part do we use to hear? (Q-179)
428,1,Science,9,2,3,Which body part do we use to smell? (Q-353)
429,1,Science,9,2,4,What color is a Grapes? (Q-945)
430,1,Science,9,2,5,Is a Car living or non-living? (Q-431)
431,1,Science,9,3,1,What color is a Apple? (Q-346)
432,1,Science,9,3,2,What color is a Banana? (Q-672)
433,1,Science,9,3,3,Which body part do we use to smell? (Q-557)
434,1,Science,9,3,4,What color is a Banana? (Q-769)
435,1,Science,9,3,5,What color is a Banana? (Q-324)
436,1,Science,10,1,1,Is a Cat living or non-living? (Q-407)
437,1,Science,10,1,2,Is a Cat living or non-living? (Q-884)
438,1,Science,10,1,3,Which body part do we use to hear? (Q-840)
439,1,Science,10,1,4,Which body part do we use to hear? (Q-491)
440,1,Science,10,1,5,Which body part do we use to smell? (Q-776)
441,1,Science,10,2,1,What color is a Apple? (Q-219)
442,1,Science,10,2,2,Is a Car living or non-living? (Q-549)
443,1,Science,10,2,3,Which body part do we use to smell? (Q-812)
444,1,Science,10,2,4,What color is a Banana? (Q-346)
445,1,Science,10,2,5,What color is a Banana? (Q-163)
446,1,Science,10,3,1,Which body part do we use to see? (Q-560)
447,1,Science,10,3,2,Is a Tree living or non-living? (Q-934)
448,1,Science,10,3,3,Which body part do we use to touch?
449,1,Science,10,3,4,Is a Stone living or non-living? (Q-583)
450,1,Science,10,3,5,What color is a Grapes? (Q-521)
451,2,Math,1,1,1,What is 38 - 24?
452,2,Math,1,1,2,What is 16 + 2?
453,2,Math,1,1,3,What is 33 + 21?
454,2,Math,1,1,4,What is 32 + 36?
455,2,Math,1,1,5,What is 50 + 12?
456,2,Math,1,2,1,What is 25 + 5?
457,2,Math,1,2,2,What is 44 + 39?
458,2,Math,1,2,3,What is 34 + 9?
459,2,Math,1,2,4,What is 35 - 14?
460,2,Math,1,2,5,What is 41 + 10?
461,2,Math,1,3,1,What is 27 - 14?
462,2,Math,1,3,2,What is 26 + 23?
463,2,Math,1,3,3,What is 38 + 5?
464,2,Math,1,3,4,What is 42 + 23?
465,2,Math,1,3,5,What is 46 + 13?
466,2,Math,2,1,1,What is 30 - 2?
467,2,Math,2,1,2,What is 41 - 18?
468,2,Math,2,1,3,What is 32 - 1?
469,2,Math,2,1,4,What is 24 - 14?
470,2,Math,2,1,5,What is 32 + 30?
471,2,Math,2,2,1,What is 39 + 7?
472,2,Math,2,2,2,What is 38 - 23?
473,2,Math,2,2,3,What is 39 - 15?
474,2,Math,2,2,4,What is 20 + 37?
475,2,Math,2,2,5,What is 36 - 31?
476,2,Math,2,3,1,What is 46 + 7?
477,2,Math,2,3,2,What is 18 + 21?
478,2,Math,2,3,3,What is 37 - 12?
479,2,Math,2,3,4,What is 34 - 1?
480,2,Math,2,3,5,What is 44 + 18?
481,2,Math,3,1,1,What is 46 + 18?
482,2,Math,3,1,2,What is 50 + 35?
483,2,Math,3,1,3,What is 16 + 11?
484,2,Math,3,1,4,What is 30 - 15?
485,2,Math,3,1,5,What is 34 + 1?
486,2,Math,3,2,1,What is 23 + 18?
487,2,Math,3,2,2,What is 27 + 9?
488,2,Math,3,2,3,What is 36 - 32?
489,2,Math,3,2,4,What is 36 - 20?
490,2,Math,3,2,5,What is 23 + 38?
491,2,Math,3,3,1,What is 50 - 10?
492,2,Math,3,3,2,What is 50 + 32?
493,2,Math,3,3,3,What is 38 - 29?
494,2,Math,3,3,4,What is 23 - 4?
495,2,Math,3,3,5,What is 50 - 27?
496,2,Math,4,1,1,What is 45 + 33?
497,2,Math,4,1,2,What is 18 + 27?
498,2,Math,4,1,3,What is 46 - 25?
499,2,Math,4,1,4,What is 30 + 24?
